COMID,Lat,Lon
8000289,50.30814706,93.5374431
8000290,50.28526809,93.5029667
8000291,50.29090826,95.09346478
8000292,50.29728052,95.82625816
8000293,50.32760196,95.19975628
8000294,50.2875835,93.43633075
8000295,50.33682828,90.55289186
8000296,50.37548287,92.76815866
8000297,50.33211423,92.89460903
8000298,50.34655797,92.65517242
8000299,50.39469562,92.71659605
8000300,50.2775,92.70999999
8000301,50.27708333,92.70999999
8000302,50.34679015,92.5182413
8000303,50.27666667,92.70833333
8000304,50.27666667,92.70916666
8000305,50.27583334,92.70833333
8000306,50.27625001,92.71124999
8000307,50.28076741,93.32660458
8000308,50.28482973,94.05450809
8000309,50.27458334,92.70708333
8000310,50.27536093,92.71029855
8000311,50.27476012,93.27931815
8000312,50.27333334,92.70583333
8000313,50.31711303,93.19531505
8000314,50.27365659,93.2154371
8000315,50.28866863,95.29559461
8000316,50.2723748,92.93192932
8000317,50.2739535,94.12566137
8000318,50.28603044,94.22999075
8000319,50.27661673,93.38229696
8000320,50.26974619,93.27711929
8000321,50.28299908,89.62867607
8000322,50.26366976,89.57841021
8000323,50.26709306,90.59908345
8000324,50.27536988,91.78752468
8000325,50.29498953,93.86903112
8000326,50.27110276,95.16586559
8000327,50.27997297,92.26630957
8000328,50.27293144,92.50094359
8000329,50.25383199,91.78032327
8000330,50.27645355,91.67896754
8000331,50.26423679,94.64723869
8000332,50.25161701,94.64933479
8000333,50.2478018,91.74068942
8000334,50.25455255,93.93242658
8000335,50.27082171,95.08669224
8000336,50.27448597,91.54711956
8000337,50.23692409,91.65230365
8000338,50.2361276,91.64697976
8000339,50.24041664,91.69207674
8000340,50.25810297,93.97094933
8000341,50.24030129,94.59587272
8000342,50.24265582,89.52254249
8000343,50.2599648,89.81950206
8000344,50.27708175,93.76306056
8000345,50.22924931,94.49511011
8000346,50.2294997,89.8180565
8000347,50.22097548,94.42910532
8000348,50.23057751,95.09472776
8000349,50.24524683,91.97143177
8000350,50.24413085,92.22017492
8000351,50.21828921,94.42781865
8000352,50.21373589,95.0854125
8000353,50.22619972,95.36432657
8000354,50.23459263,94.19805976
8000355,50.22744095,93.43238644
8000356,50.20856716,95.62576216
8000357,50.24569424,89.69957543
8000358,50.21153537,89.75680076
8000359,50.2402424,90.7531532
8000360,50.24219588,90.82932056
8000361,50.20645278,92.29124356
8000362,50.23084648,92.52160385
8000363,50.20737463,95.57544713
8000364,50.19657297,95.68912113
8000365,50.21029827,90.9417592
8000366,50.18844262,90.90582234
8000367,50.20399569,94.37660521
8000368,50.19213904,94.25780777
8000369,50.1820622,91.35720538
8000370,50.18987588,94.2932021
8000371,50.17833334,91.36708333
8000372,50.19873121,95.55807001
8000373,50.19754719,94.71313899
8000374,50.19120352,90.56948325
8000375,50.22045056,93.301539
8000376,50.17935065,95.75655528
8000377,50.22304311,92.87840894
8000378,50.17367687,94.24259328
8000379,50.16682199,93.04257448
8000380,50.16600275,90.65872578
8000381,50.17276346,95.88952005
8000382,50.17666845,90.78121612
8000383,50.20031711,90.78857762
8000384,50.16560097,93.05269759
8000385,50.17429085,95.81946822
8000386,50.17001528,91.37604013
8000387,50.18208273,91.06122421
8000388,50.1994048,91.1891254
8000389,50.16035321,90.85869574
8000390,50.18972853,95.03069461
8000391,50.20827783,96.00338558
8000392,50.16032613,95.93028187
8000393,50.16586374,90.99751087
8000394,50.15455348,91.02973131
8000395,50.18403293,91.63353294
8000396,50.19806207,94.52672754
8000397,50.18812768,96.19426352
8000398,50.14415948,90.99723697
8000399,50.14304621,90.87624654
8000400,50.15217552,90.87367653
8000401,50.21761863,93.74162892
8000402,50.13976072,93.92750416
8000403,50.16163603,94.3364413
8000404,50.13937501,93.92624999
8000405,50.20048694,92.61722217
8000406,50.13996795,90.94065817
8000407,50.14019229,90.92214277
8000408,50.21777185,93.5613367
8000409,50.13519282,92.521792
8000410,50.1430647,95.30692337
8000411,50.19096186,95.1929592
8000412,50.16385701,89.75468587
8000413,50.1857461,91.92918829
8000414,50.13243093,92.50922593
8000415,50.13588079,91.03414457
8000416,50.13487786,91.01149078
8000417,50.1494491,94.25555701
8000418,50.12554601,89.64200226
8000419,50.13087364,89.72418768
8000420,50.11913039,90.99644416
8000421,50.16857061,92.14779443
8000422,50.12368556,94.37659519
8000423,50.16495276,90.24126173
8000424,50.12522149,90.81892513
